高清户户通
央视频道,#genre#
纬来电影台,mitv://135.148.104.228:19806/c919ad41b4a9444bbc9fdf332a13724d
纬来综合台,mitv://135.148.104.228:19806/b936f6c565994dc88e2143be7af35c25
八大第一台,mitv://135.148.104.228:19806/ef3ddf51945a48beabd3f79eeafe8ac0
八大综合台,mitv://135.148.104.228:19806/5bc105affae344648b1b19d46233e6e6
东森综合台,mitv://135.148.104.228:19806/96888fe237044e2e97823cc5e215e1a3
东森戏剧台,mitv://135.148.104.228:19806/d6863286fa4a40cbbf9f93bd5c1e5733

八大戏剧台,mitv://135.148.104.228:19806/a5393bab3516410fb2bd81ea2329f7b3
龙华戏剧台,mitv://135.148.104.228:19806/b3526dee03424c8090e6d4d5e787c56b
靖天戏剧台,mitv://135.148.104.228:19806/08786346511f4fbbbbfe0c4e72ad9409
靖洋戏剧台,mitv://135.148.104.228:19806/0089fb08f1b448b99c18ce438a9f7fc5
靖天日本台,mitv://135.148.104.228:19806/a3d3573d8c2543bd81a38c0cf885f56d
纬来综合台,mitv://135.148.104.228:19806/9ca438ac1af6416087c98ee06bb3e512
纬来戏剧台,mitv://135.148.104.228:19806/8a65b7456abb49f0bd564d6741cd4542
龙华偶像台,mitv://135.148.104.228:19806/a7b822eb3c86487b960d27a273d5e0b6
纬来日本台,mitv://135.148.104.228:19806/f975f456c2124eb78e6afaad3a9db300
东森戏剧台,mitv://135.148.104.228:19806/4c925da5e039498a85b4d3fa0bfb5910
爱尔达影剧台,mitv://135.148.104.228:19806/d2fc333d45044f419b16748a28ac19c5
龙华戏剧台,mitv://135.148.104.228:19806/b3526dee03424c8090e6d4d5e787c56b
靖天戏剧台,mitv://135.148.104.228:19806/08786346511f4fbbbbfe0c4e72ad9409
靖洋戏剧台,mitv://135.148.104.228:19806/0089fb08f1b448b99c18ce438a9f7fc5
东森戏剧台,mitv://135.148.104.228:19806/d6863286fa4a40cbbf9f93bd5c1e5733
八大戏剧台,mitv://135.148.104.228:19806/a5393bab3516410fb2bd81ea2329f7b3
纬来戏剧台,mitv://135.148.104.228:19806/8a65b7456abb49f0bd564d6741cd4542
台湾频道,#genre#
美亚粤语台,mitv://135.148.104.228:19806/81ea49b841454e1c901ac507f231a581
龙华电影台,mitv://135.148.104.228:19806/40368423d7dc44baaac3fbfc644ee9bf
靖天电影台,mitv://135.148.104.228:19806/37bdc9a3001d4081a0f0885b317d7221
amc电影台,mitv://135.148.104.228:19806/951cecbe3fd745498d5216c042600ccf
东森电影台,mitv://135.148.104.228:19806/90fe82037af64fd3bfc08879b08f3e2f
纬来电影台,mitv://135.148.104.228:19806/73fb2db46b6c4ec885e3709d9b7a4983
龙祥电影台,mitv://135.148.104.228:19806/1c325d3c69ec458c852b173bf2e397a9
HBO台,mitv://135.148.104.228:19806/ccabaebf243e4385a8f39a6abf31f8bb
东森洋片台,mitv://135.148.104.228:19806/29384d5c65734485903a3e592c9ef54f
AXN台,mitv://135.148.104.228:19806/6c01776274094a4191d223378054782b
美亚国语台,mitv://135.148.104.228:19806/6c34f21c2c634e5db469a2971a6e4ed0
HBO强档巨献,mitv://135.148.104.228:19806/7199aae1ab984d4fa9562d1babe7ba06
HBO原创巨献,mitv://135.148.104.228:19806/39c393cd52cb4a1b9b51a542f897570e
HBOFamily,mitv://135.148.104.228:19806/e8c4b36eccf04b64aee2e9ef6b12a980
天映频道,mitv://135.148.104.228:19806/179f2b9026a9449198a6486cb1bc8481
天映经典,mitv://135.148.104.228:19806/3496dc2c5dc1421c8c403eb9c475753e
Astro欢喜台,mitv://135.148.104.228:19806/bb11e8d4e30b40cf836fd8617ab85e8d
天映经典,mitv://135.148.104.228:19806/3496dc2c5dc1421c8c403eb9c475753e

ガチんん,#genre#
XV1,https://fc.mjv003.com/n/jxewmqbwpt/jxewmqbwpt.m3u8
XV2,https://fc.mjv003.com/e/nzakmyskhy/nzakmyskhy.m3u8
XV3,ttps://fc.mjv003.com/h/xyihahvnwm/xyihahvnwm.m3u8
XV4,https://fc.mjv003.com/h/pdnbwmnvfy/pdnbwmnvfy.m3u8
XV5,https://fc.mjv003.com/h/lhlcvqvgai/lhlcvqvgai.m3u8
XV6,https://fc.mjv003.com/c/wcavhywjbu/wcavhywjbu.m3u8
XV7,https://fc.mjv003.com/d/nqvwywbici/nqvwywbici.m3u8
XV8,https://fc.mjv003.com/e/ucbrrtxxfl/ucbrrtxxfl.m3u8
XV9,https://fc.mjv003.com/f/zihrtbcxhd/zihrtbcxhd.m3u8
XV10,https://fc.mjv003.com/d/ojbzcfilhu/ojbzcfilhu.m3u8
人妻斩刀,#genre#
人妻斩刀1,https://fc.mjv003.com/n/iforjmojoj/iforjmojoj.m3u8
人妻斩刀2,https://fc.mjv003.com/c/ktbtotlquq/ktbtotlquq.m3u8
人妻斩刀3,https://fc.mjv003.com/c/srsrvqyfdx/srsrvqyfdx.m3u8
人妻斩刀4,https://fc.mjv003.com/e/iawxdxdslc/iawxdxdslc.m3u8
人妻斩刀5,https://fc.mjv003.com/b/ckvfvwbvex/ckvfvwbvex.m3u8
人妻斩刀6,https://fc.mjv003.com/n/cqgjkllmlb/cqgjkllmlb.m3u8
人妻斩刀7,ttps://fc.mjv003.com/g/yyhrfxuins/yyhrfxuins.m3u8
人妻斩刀8,https://fc.mjv003.com/h/wralhlsdwi/wralhlsdwi.m3u8
人妻斩刀9,https://fc.mjv003.com/n/bqusamlemi/bqusamlemi.m3u8
人妻斩刀10,https://fc.mjv003.com/g/aecdhfxibe/aecdhfxibe.m3u8
jpn4610,#genre#

jpn4610x1,https://fc.mjv003.com/c/tmhqpnorln/tmhqpnorln.m3u8
jpn4610x2,https://fc.mjv003.com/h/gnspmrqkln/gnspmrqkln.m3u8
jpn4610x3,https://fc.mjv003.com/g/nsslspgtjr/nsslspgtjr.m3u8
jpn4610x4,https://fc.mjv003.com/e/rjnpgsopkq/rjnpgsopkq.m3u8
jpn4610x5,https://fc.mjv003.com/b/polltkpkxi/polltkpkxi.m3u8
jpn4610x6,https://fc.mjv003.com/g/tjiinnspng/tjiinnspng.m3u8
jpn4610x7,https://fc.mjv003.com/b/qslmntqkto/qslmntqkto.m3u8
jpn4610x8,https://fc.mjv003.com/m/qolmprpxnv/qolmprpxnv.m3u8
jpn4610x9,https://fc.mjv003.com/f/kkjrygirqn/kkjrygirqn.m3u8
jpn4610x10,https://fc.mjv003.com/d/xlzjfdcwtw/xlzjfdcwtw.m3u8
天然むす,#genre#
天然1,https://fc.mjv003.com/m/boltsemvbs/boltsemvbs.m3u8

天然2,https://fc.mjv003.com/g/qeozkvaewt/qeozkvaewt.m3u8
天然3,https://fc.mjv003.com/a/pwquzwhdoh/pwquzwhdoh.m3u8
天然4,https://fc.mjv003.com/h/szcelcuuoh/szcelcuuoh.m3u8

天然5,https://fc.mjv003.com/f/bimggzvtkk/bimggzvtkk.m3u8
天然6,https://fc.mjv003.com/g/qkmuehtuxk/qkmuehtuxk.m3u8

天然7,https://fc.mjv003.com/f/lwwoyacqay/lwwoyacqay.m3u8
天然8,https://fc.mjv003.com/b/ytrlojropt/ytrlojropt.m3u8
天然9,https://fc.mjv003.com/g/yanjrjxeim/yanjrjxeim.m3u8

天然10,https://fc.mjv003.com/e/xuzfxvolwx/xuzfxvolwx.m3u8
ガチん娘,#genre#
人娘1,https://fc.mjv003.com/n/wrcbqwwfkd/wrcbqwwfkd.m3u8
人娘2,https://fc.mjv003.com/n/qbulooezdb/qbulooezdb.m3u8
人娘3,https://fc.mjv003.com/h/mwkhqfqggb/mwkhqfqggb.m3u8
人娘4,https://fc.mjv003.com/h/jkassytkeu/jkassytkeu.m3u8

人娘5,https://fc.mjv003.com/n/wrcbqwwfkd/wrcbqwwfkd.m3u8
人娘6,https://fc.mjv003.com/e/ocyrrijgaq/ocyrrijgaq.m3u8

人娘7,https://fc.mjv003.com/b/dmsuukthus/dmsuukthus.m3u8
人娘8,https://fc.mjv003.com/e/riklqcxbxz/riklqcxbxz.m3u8
人娘9,https://fc.mjv003.com/g/nkgkymhkkc/nkgkymhkkc.m3u8

人娘10,https://fc.mjv003.com/d/pgngwlfjva/pgngwlfjva.m3u8
松视直播,#genre#
松視1臺,https://kdy-oss.oss01-cn-lasa-xzns-d01-a.cloud.ningsuan.com.cn/kodbox/202408/12/QnhCy-sqG4uKg?response-content-disposition=inline%3Bfilename%3Dsong-3.mp4&response-content-type=video%2Fmp4&OSSAccessKeyId=FfDrPsUMS4h3sKnf&Expires=1724601599&Signature=J%2B8Uzus9bhbsGWnI%2BAP83oW0aHs%3D
松視2臺,https://kdy-oss.oss01-cn-lasa-xzns-d01-a.cloud.ningsuan.com.cn/kodbox/202408/04/TAq42-q-jZhYg?response-content-disposition=inline%3Bfilename%3Dsong-2.mp4&response-content-type=video%2Fmp4&OSSAccessKeyId=FfDrPsUMS4h3sKnf&Expires=1724601599&Signature=D%2F2H%2BT5gG07cUHeianvdfhlQbyY%3D
松視3臺,https://kdy-oss.oss01-cn-lasa-xzns-d01-a.cloud.ningsuan.com.cn/kodbox/202406/30/gDdjJ-j8hU9Wg?response-content-disposition=inline%3Bfilename%3DSONGS-4.mp4&response-content-type=video%2Fmp4&OSSAccessKeyId=FfDrPsUMS4h3sKnf&Expires=1724601599&Signature=jm3cwQf65qK%2F0Lk1oqlynMqIQbE%3D
松視4臺,https://kdy-oss.oss01-cn-lasa-xzns-d01-a.cloud.ningsuan.com.cn/kodbox/202408/03/rujQp-q77gmjw?response-content-disposition=inline%3Bfilename%3DS4-1.mp4&response-content-type=video%2Fmp4&OSSAccessKeyId=FfDrPsUMS4h3sKnf&Expires=1724601599&Signature=miIBVOTFUvrTJnmJB5g7dNQYrXM%3D
彩虹E臺,https://kdy-oss.oss01-cn-lasa-xzns-d01-a.cloud.ningsuan.com.cn/kodbox/202406/30/fdpqM-j8farAw?response-content-disposition=inline%3Bfilename%3Dccaih-1.mp4&response-content-type=video%2Fmp4&OSSAccessKeyId=FfDrPsUMS4h3sKnf&Expires=1724601599&Signature=l8hPphsMNMISdYifFlgyBrUzwqQ%3D
彩虹K臺,https://kdy-oss.oss01-cn-lasa-xzns-d01-a.cloud.ningsuan.com.cn/kodbox/202407/17/u7Twc-ncURpHQ?response-content-disposition=inline%3Bfilename%3Dch-k2.mp4&response-content-type=video%2Fmp4&OSSAccessKeyId=FfDrPsUMS4h3sKnf&Expires=1724601599&Signature=vyUcrei39MUizrlsn%2B%2B1KZWKm0g%3D 
彩虹電影臺,https://kdy-oss.oss01-cn-lasa-xzns-d01-a.cloud.ningsuan.com.cn/kodbox/202408/07/36SxR-rqJoCPQ?response-content-disposition=inline%3Bfilename%3Dchdy-1.mp4&response-content-type=video%2Fmp4&OSSAccessKeyId=FfDrPsUMS4h3sKnf&Expires=1724601599&Signature=s6vX2FJ%2FfAPpIv5hzZ1biOEW%2FBg%3D
奧世香蕉臺,https://kdy-oss.oss01-cn-lasa-xzns-d01-a.cloud.ningsuan.com.cn/kodbox/202408/07/unjZH-rqBP75A?response-content-disposition=inline%3Bfilename%3DXJ-2.mp4&response-content-type=video%2Fmp4&OSSAccessKeyId=FfDrPsUMS4h3sKnf&Expires=1724601599&Signature=CVP6pqiSaZRf8GfgBDaw6HD8g8Q%3D
